,index,Unnamed: 0,Nom,Description_type,Prix_Originel,Prix_Reduc,Voyageurs,Chambres,Lits,Salles_de_Bain,Note,Nb_com,Logement_Entier,Arrivée_irréprochable,Hôte_expérimenté,Excellente_communication,Accueil_unique,Parfaitement_propre,Propre et rangé,Idéalement_situé,Annulation_gratuite_pendant_48_heures,Annulation_gratuite_longue,Arrivée_autonome,Superhost_list,Wi-Fi,WiFi_portable,lave_linge, Espace_travail_ordi,Equipement_base,Chauffage,Fer_à_Repasser,Télévision,Eau_chaude,Table_à_langer,Chaise_haute,Lit_pour_bébé,Livres_et_jouets_pour_enfants,Parking_payant,Parking_gratuit,Chargeur_EV,Salle_de_sport,Jacuzzi,Ascenseur,Piscine,Cuisine,Réfrigérateur,Vaisselle_et_couverts,Four_à_micro_ondes,Petit_déjeuner,four,Lave_vaisselle,Cafetière,Cuisinière,Ustensiles_de_cuisine_de_base,Acceuil_Personnel,Entrée_privée,Salon_privé,Boîte_à_clé_sécurisée,Clés_remises_par_hôte,Jardin,Sèche_cheveux,Cintres,Shampooing,Gel_douche,Oreillers_et_couvertures,Draps,Porte_de_la_chambre_avec_verrou,Dépôt_de_bagages_autorisé,Séjours_longue_durée_autorisé,Détecteur_de_fumée,Détecteur_de_monoxyde_de_carbone,Extincteur,Kit_de_premiers_secours,Fête,Fumeur,Animaux,Bébés,Nb_équipement,Description,Lien
2857,165,165,Theatre Casino de Paris 2 chambres,Vous aurez le logement (appartement) rien que pour vous.,107€,86€,4 voyageurs,2 chambres,2 lits,1 salle de bain,"4,45", (133),1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 23 équipements,"Magnifique Duplex pour 4 personnes (2 chambres) en face le Théatre du Casion de Paris.
Très bien équipé, salle de bain avec baignoire et douche, salon, cuisisne.
Internet wifi. 2 TV, dans le salon et dans la chambre 1.
Très agréable.

Numéro d'enregistrement
local commercial",https://www.airbnb.fr/rooms/12348751/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206215_r%2B4RHb63LJoiVFy%2F&guests=1
2860,168,168,3 pièces moderne idéal salons Porte de Versailles,Vous aurez le logement (appartement) rien que pour vous.,112€,90€,4 voyageurs,2 chambres,2 lits,1 salle de bain,"4,89", (129),1,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,Afficher les 22 équipements,"PARIS 15ème, à 12mn à pied du PARC EXPOSITION DE VERSAILLES, à 250 m de la Porte de Versailles, côté VANVES , Appartement meublé de 50m2, entièrement rénové, composé de 3 pièces, jusqu à 4 couchages possible, literie neuve,wifi,téléphone...
SUPPLEMENT POUR ARRIVEE TARDIVE (20:00-23:00 MAX.) : 50 €.

Le logement
Appartement entièrement meublé et équipé, composé de 3 pièces, disposant de 2 chambres et d'un séjour, couchage maximum pour 4 personnes maximum, séjour avec canapé lit en cuir ), table, chaises, télévision avec internet (wifi ou câble RJ45) et téléphone illimité (fixes et mobiles) compris, cuisine équipée avec lave vaisselle 9 couverts, lave linge-séchant 6kgs, plaques à induction, réfrigérateur, vaisselle et machine à café Nespresso fournie, chambre 1 avec lit de 140 et matelas de grande qualité et neuf, dressing attenant avec nombreux rangements, chambre 2, lit pour 2 personnes (160x200) avec armoire de rangements, salle de bains indépendante avec grande vasque, cabine de douche avec massage et radio intégrée, wc.

Linge de maison fourni : serviettes de toilettes, draps , couettes, torchons(URL HIDDEN)
Nécessaire offert pour le premier petit déjeuner.

Accès des voyageurs
Situé au 1er étage d'un petit immeuble de deux étages, sans ascenseur .",https://www.airbnb.fr/rooms/9208288/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206232_3%2BDej8THLxVYOJdc&guests=1
2863,171,171,Apartment sur Ile Saint Louis,Vous aurez le logement (appartement) rien que pour vous.,106€,106€,5 voyageurs,2 chambres,3 lits,1 salle de bain,,,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,Afficher les 20 équipements,"Situé dans le centre de Paris, l'Apartment Saint-Louis est un appartement de 2 chambres avec vue sur la cathédrale Notre-Dame, à seulement 150 mètres du centre Georges Pompidou et à 400 mètres de la Seine. Cet hébergement indépendant dispose d'une connexion Wi-Fi gratuite.

Le logement
Doté de poutres apparentes et de parquet, le coin salon de l'appartement dispose d'un canapé-lit et d'une table. L'une des chambres doubles dispose d'un bureau et offre une vue sur la rivière. La salle de bains est pourvue d'une douche, de toilettes et de toilettes séparées. La cuisine est équipée d'un réfrigérateur et d'un lave-vaisselle. Un sèche-cheveux et un lave-linge sont également fournis.

Vous trouverez de nombreux bars, boutiques et restaurants dans le quartier et une station de métro à 300 mètres.",https://www.airbnb.fr/rooms/43378197/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206249_F%2F%2BJpuNG4%2FFNGjuF&guests=1
2866,174,174,"74m2 face gare, 15 min. de Paris, Parc expo & CDG",Chambre privée dans : appartement. Hôte : Sabine,69€,69€,4 voyageurs,2 chambres,3 lits,1 salle de bain partagée,"4,90", (69),0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,Afficher les 27 équipements,"En face de la gare d'Aulnay Sous-Bois ! Tout est en bas de chez vous : parkings couverts, Monop', boulangerie, pharmacie, laverie, cafés, restos, parc. Prix identique quel que soit le nombre de personnes. Convient très bien aux voyages en famille, aux déplacements pros et pour se rapprocher de CDG. Accès rapide à Paris centre et au parc des Expos.

Le logement
74M2 tout équipé - silencieux grâce au double vitrage.

2 chambres disponibles à la location, selon les périodes vous partagerez l'appartement avec un adorable étudiant Lillois (sauf s'il est absent).

Equipements bébé sur demande (lit, matelas, baignoire, pot). Nous écrire pour tout besoin particulier, nous ferons au mieux pour y répondre.

Accès des voyageurs
Vous aurez accès à 2 chambres sur les 3 qui sont disponibles.

Autres remarques
Si vous êtes en voiture, deux parkings couverts et surveillés se trouvent à 20 mètres de l'immeuble, tarif de 6€/24H. Stationnement en ville gratuit de 19H à 9H du matin.

En transport, la meilleure option est le pass MOBILIS à la journée. Valide de minuit à minuit, déplacements illimités, utilisable pour tous les moyens de transport (RER, métro, tram, bus). Tarif de 12.40€/jour. Les transports sont gratuits pour les enfants de moins de 4 ans.",https://www.airbnb.fr/rooms/36022310/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206266_G225qwhcPEjyxGTI&guests=1
2868,176,176,Cosy Apt 4P - Palais des Congrès/Ternes,Vous aurez le logement (appartement) rien que pour vous.,94€,94€,4 voyageurs,1 chambre,2 lits,1 salle de bain,"4,88", (8),1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 22 équipements,"Ce joli studio est situé à la frontière de Neuilly-sur-Seine et du 17ème arrondissement de Paris, à proximité immédiate de la Porte Maillot et du Palais des Congrès. Il a été refait à neuf avec des matériaux modernes pour que vous bénéficiez d'un confort optimal. Proche des commerces et des transports, c'est l'endroit idéal pour visiter Paris pour les couples, les voyageurs solo et les voyageurs d'affaires.

Le logement
Il s'agit d'un très bel appartement siitué au rez-de-chaussée. Il se compose de :

- Un espace vie avec une table dinatoire, 1 canapé-lit
- Une cuisine équipée (frigo, plaques à induction, machine à café, lave-linge , four et micro-ondes),
- Une chambre avec un lit double 160x200
- Une salle de bain avec douche et WC,
- Draps et serviettes de toilette fournis,
- Nombreux rangements,

Accès des voyageurs
Vous aurez accés à l'ensemble de l'appartement, pour vous sentir comme chez vous.

Numéro d'enregistrement
7511704329479",https://www.airbnb.fr/rooms/41554672/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206277_sC2gp7x68CqJLgGg&guests=1
2879,187,187,Charmant appartement rue de Bretagne,Vous aurez le logement (appartement) rien que pour vous.,124€,124€,5 voyageurs,1 chambre,2 lits,1 salle de bain,"4,45", (122),1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,Afficher les 21 équipements,"Très bel appartement à quelques mètres de la rue de Bretagne, rue très commerçante et connu pour ses nombreux commerces, bars et restaurants.
Situé au 1er étage sans ascenseur, il est très agréable, calme et lumineux, il est parfait pour les couples avec enfants, les voyageurs en solo ou les voyageurs d'affaires.

Le logement
Appartement au 1er étage sans ascenseur qui comprend :
- Séjour avec canapé-lit, 1 table avec des chaises , TV, Wifi
- Une cuisine entièrement équipée (plaque cuisson, micro-ondes, grille-pain, machine Nespresso, machine à laver)
- 1 chambre avec lit double
- 1 salle de bain avec douche et 1 toilette
Les frais de ménage comprennent des draps et des serviettes propres pour chaque invité et le nettoyage est réalisé par un agent d'entretien professionnel.

Accès des voyageurs
Les voyageurs ont accès à tout l'appartement.

Autres remarques
Nous serons là pour vous accueillir et nous serons présent pendant tout votre séjour en cas de besoin.
L'entrée dans l'appartement pourra se faire à partir de 15h.
Lors de la remise des clés une fiche explicative d'entrée dans les lieux vous sera remise.
Comme spécifié dans notre règlement intérieur, il y a un coût supplémentaire pour les arrivées tardives :
De 19h à 23h : 30 euros
Après 23h : 50 euros

Numéro d'enregistrement
7510300682269",https://www.airbnb.fr/rooms/18382296/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206362_nlQiVHCncw7zbup1&guests=1
2882,190,190,APPARTEMENT COSY ET LUMINEUX DANS LE 13E ARRONDISSEMENT DE PARIS POUR 4,Vous aurez le logement (appartement) rien que pour vous.,80€,80€,4 voyageurs,1 chambre,2 lits,"1,5 salle de bain","3,67", (12),1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,1,1,0,0,0,0,0,0,1,Afficher les 19 équipements,"Appartement cosy et lumineux avec une belle décoration Proche du Jardin des Plantes et de la Grande Mosquée Belle décoration 1 lit double et 1 canapé lit pour 2 personnes Machine à laver et machine Nespresso sont aussi inclus Les draps et serviettes seront fournis. A noter que le check-in se fait entre 15h et 21h et le check-out jusqu'à 11h. Pour plus d'information n'hésitez pas à lire la description détaillée ci-dessous. :)

Le logement
## Caractéristiques appréciées par mes voyageurs

- Lumineux avec une jolie décoration.
- Localisation dans un quartier agréable.
- Facilement accessible.
- Entièrement équipé, draps, serviettes (un drap de bain et une serviette sont fournis par personne), vanity kits et quelques capsules Nespresso seront fournis.

## Autres caractéristiques à prendre en compte

- Le logement se trouve au 2e étage, accessible par escaliers uniquement.
- Le check in se fait entre 15h et 21h et le check out est jusqu’à 11h le jour du départ.
- Vous aurez à votre disposition un jeu de clés.

## Le logement

Vous apprécierez mon logement pour sa décoration, sa luminosité et sa localisation.

L’appartement peut accueillir 4 personnes et se situe au 2e étage accessible par escaliers.

Pour profiter au maximum de votre séjour, vous aurez à disposition :

• Salon lumineux : canapé lit pour 2 personnes, fauteuil.
• Cuisine équipée : réfrigérateur, congélateur, bouilloire, toaster, four, lave-vaisselle, mixeur, plaques de cuisson, bar pour 2 personnes.
• Chambre : lit double, cheminée décorative, bureau de travail, placard.
• Salle de bain : cabine de douche, lavabo, machine à laver.
• Toilettes séparées.

Numéro d'enregistrement
7511303270212",https://www.airbnb.fr/rooms/33844021/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206378_bAdBmWCwR8%2BvbXCl&guests=1
2883,191,191,"Cozy 3-room Montmartre, 60m2",Vous aurez le logement (appartement) rien que pour vous.,120€,120€,5 voyageurs,2 chambres,3 lits,"1,5 salle de bain","5,0 ",(25),1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,Afficher les 32 équipements,"Charming apartment at the foot of Montmartre, a few minutes walk from Sacre Coeur and rue des Abbesses, fully equipped and cozy, full of books, 18th arrondissement. Two bedrooms with double beds, living room with sleeper sofa (120 cm), extra inflatable mattresses (for 1 or 2 people) if desired, a balcony with geraniums and a small table. 60 sq meters.

Le logement
The apartment is pretty and very comfortable. It's in a well-maintained, secure building at the foot of the Sacre Coeur (nearest metro stop Anvers) in the 18th arrondissement. It's on the third floor (French second, which is third floor U.S.) of a seven-story building, with an elevator. The apartment is 60 square meters (650 sq feet), comprising a living room with a small dining table, as well as a small balcony where you can have meals looking at the gardens of the Sacre Coeur; two bedrooms, each with a desk; a separate, fully equipped kitchen; a long corridor full of books; a bathroom (shower and bathtub); and separate toilet. The apartment can accommodate 5-6 people. The sleeping arrangements include 2 double beds, 140 cm (one in each bedroom; one of the mattresses is a futon with an additional mattress pad if you prefer) and one sleeper sofa (120 cm) in the living room. (The sleeper sofa has a thin mattress, typical of sleeper sofas, so it is best suited for 2 children or 1 adult). There are also two inflatable mattresses of 140 cm and 90 cm if desired (Aerobed, very comfortable). Internet access. Hardwood floors. Air-conditioner in one bedroom. Smoking inside the apartment and parties are not allowed, and no pets, sorry. Smoking is possible outside, on the balcony.

Accès des voyageurs
Entire apartment.

Numéro d'enregistrement
7511800416392",https://www.airbnb.fr/rooms/13108322/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206384_n%2FWwf5MPh7baYV5C&guests=1
2884,192,192,Appartement vue sur Jardin à Bastille,Vous aurez le logement (appartement) rien que pour vous.,128€,128€,4 voyageurs,2 chambres,3 lits,1 salle de bain,"4,56", (60),1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Afficher les 18 équipements,"Mon logement est proche de Bastille. Il est parfait pour les couples, les voyageurs en solo, les voyageurs d'affaires et les familles (avec enfants).

Numéro d'enregistrement
7511103143869",https://www.airbnb.fr/rooms/13793632/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206390_GXOvFBCXOQWTpksC&guests=1
2886,194,194,Joli 2 pièces Paris central et calm,Vous aurez le logement (appartement) rien que pour vous.,90€,90€,4 voyageurs,2 chambres,2 lits,1 salle de bain,"4,32", (110),1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,Afficher les 11 équipements,"Très bien situé, Calme (sur cour), ensoleillé :
A 2 pas de la rue du Commerce, proche Invalides, Tour Eiffel, Montparnasse
2 chambres (2 vrais grands lits) -
salle eau toilettes -
Frigo, microondes, bouilloire;
Mais pas de cuisine, ni salon
Très accueillant de 1 à 4 personnes
1°étage sans ascenseur -
Charmant

Le logement
logement est entièrement composé de 2 chambres à coucher avec dans chacune un grand lit, un grand bureau, des rangements et une TV
Il n’y a pas de salon ni cuisine
Les deux chambres ont la même orientation avec chacune une fenêtre au sud sur cour
- les deux chambres sont distribuées indépendamment par une petite entrée
- salle d'eau avec douche et toilettes
- equipement dans l'entreé (frigidaire microndes, bouilloire)
mais absence de cuisine et de salon
- un escalier borgne dans l'entrée (étage non accessible) : mérite attention notamment pour les enfants

Accès des voyageurs
Porte immeuble sur rue ouverte par code (fourni sur fiche réservation)
Puis traversée cour
Entrez dans escalier B (pas de code)
Pas d'ascenseur
Montez au premier étage Accès au logement
Porte face de gauche
Clés dans boîtier sur côté de la porte (code dans fiche)
Ce logement est composé d'une petite entrée (qui donne sur un escalier intérieur borgne) qui distribue les deux chambres à coucher et la salle d'eau
Il n'y a ni cuisine ni salon
Le coin comprenant réfrigérateur, microondes et bouilloire se trouve dans l.entrée

Autres remarques
WiFi
NotreTheatre
LS64939503!

Numéro d'enregistrement
7511500849314",https://www.airbnb.fr/rooms/10164561/amenities?location=Paris&adults=2&children=2&check_in=2020-08-17&check_out=2020-08-23&source_impression_id=p3_1591206401_l9tpkOQ%2B2zEhgmzf&guests=1
